datetime,load,price,temperature_2m_d+1,precipitation_d+1,cloud_cover_d+1,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_sunday,is_holiday,utc_datetime,gmt_offset,load_d-1,load_d-7
2023-01-01 19:00:00,16507.0,108.73,7.6,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 18:00:00+00:00,1.0,,
2023-01-01 20:00:00,16161.0,106.65,7.4,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 19:00:00+00:00,1.0,,
2023-01-01 21:00:00,15468.0,107.42,7.5,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 20:00:00+00:00,1.0,,
2023-01-01 22:00:00,14698.0,103.81,7.6,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 21:00:00+00:00,1.0,,
2023-01-01 23:00:00,13749.0,90.35,7.8,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 22:00:00+00:00,1.0,,
2023-01-02 00:00:00,13061.0,96.87,7.9,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-01-01 23:00:00+00:00,1.0,,
2023-01-02 01:00:00,12670.0,96.07,8.1,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 00:00:00+00:00,1.0,12509.0,
2023-01-02 02:00:00,12463.0,94.8,8.2,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 01:00:00+00:00,1.0,11845.0,
2023-01-02 03:00:00,12498.0,94.86,8.4,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 02:00:00+00:00,1.0,11462.0,
2023-01-02 04:00:00,12941.0,96.87,8.6,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 03:00:00+00:00,1.0,11454.0,
2023-01-02 05:00:00,14033.0,96.99,8.8,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 04:00:00+00:00,1.0,11561.0,
2023-01-02 06:00:00,17060.0,140.48,8.9,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 05:00:00+00:00,1.0,11651.0,
2023-01-02 07:00:00,19174.0,140.64,8.9,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 06:00:00+00:00,1.0,11707.0,
2023-01-02 08:00:00,20275.0,145.98,8.9,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 07:00:00+00:00,1.0,11897.0,
2023-01-02 09:00:00,20899.0,147.05,8.9,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 08:00:00+00:00,1.0,12449.0,
2023-01-02 10:00:00,20931.0,145.61,8.9,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 09:00:00+00:00,1.0,13042.0,
2023-01-02 11:00:00,20995.0,143.35,8.8,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 10:00:00+00:00,1.0,13588.0,
2023-01-02 12:00:00,21084.0,144.38,8.6,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 11:00:00+00:00,1.0,14027.0,
2023-01-02 13:00:00,21115.0,143.76,8.4,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 12:00:00+00:00,1.0,14417.0,
2023-01-02 14:00:00,20818.0,146.09,7.9,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 13:00:00+00:00,1.0,14699.0,
2023-01-02 15:00:00,21139.0,145.86,7.4,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 14:00:00+00:00,1.0,15123.0,
2023-01-02 16:00:00,22016.0,146.63,6.8,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 15:00:00+00:00,1.0,16191.0,
2023-01-02 17:00:00,22086.0,145.28,6.2,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 16:00:00+00:00,1.0,16482.0,
2023-01-02 18:00:00,21804.0,145.43,5.5,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 17:00:00+00:00,1.0,16577.0,
2023-01-02 19:00:00,21579.0,145.54,4.9,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 18:00:00+00:00,1.0,16507.0,
2023-01-02 20:00:00,21133.0,147.23,4.3,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 19:00:00+00:00,1.0,16161.0,
2023-01-02 21:00:00,19844.0,141.67,3.8,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 20:00:00+00:00,1.0,15468.0,
2023-01-02 22:00:00,18407.0,137.54,3.3,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 21:00:00+00:00,1.0,14698.0,
2023-01-02 23:00:00,17092.0,124.22,2.8,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 22:00:00+00:00,1.0,13749.0,
2023-01-03 00:00:00,16199.0,130.01,2.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-02 23:00:00+00:00,1.0,13061.0,
2023-01-03 01:00:00,15568.0,120.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 00:00:00+00:00,1.0,12670.0,
2023-01-03 02:00:00,15260.0,118.76,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 01:00:00+00:00,1.0,12463.0,
2023-01-03 03:00:00,15293.0,115.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 02:00:00+00:00,1.0,12498.0,
2023-01-03 04:00:00,15725.0,113.63,-0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 03:00:00+00:00,1.0,12941.0,
2023-01-03 05:00:00,16607.0,116.27,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 04:00:00+00:00,1.0,14033.0,
2023-01-03 06:00:00,19031.0,138.92,-0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 05:00:00+00:00,1.0,17060.0,
2023-01-03 07:00:00,20891.0,140.83,-0.9,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 06:00:00+00:00,1.0,19174.0,
2023-01-03 08:00:00,21600.0,142.2,-0.3,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 07:00:00+00:00,1.0,20275.0,
2023-01-03 09:00:00,22187.0,141.56,0.6,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 08:00:00+00:00,1.0,20899.0,
2023-01-03 10:00:00,22167.0,143.34,1.9,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 09:00:00+00:00,1.0,20931.0,
2023-01-03 11:00:00,22222.0,141.65,3.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 10:00:00+00:00,1.0,20995.0,
2023-01-03 12:00:00,22252.0,143.34,4.1,0.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 11:00:00+00:00,1.0,21084.0,
2023-01-03 13:00:00,22226.0,141.59,4.8,0.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 12:00:00+00:00,1.0,21115.0,
2023-01-03 14:00:00,22031.0,141.58,4.9,0.3,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 13:00:00+00:00,1.0,20818.0,
2023-01-03 15:00:00,22238.0,170.74,4.7,0.3,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 14:00:00+00:00,1.0,21139.0,
2023-01-03 16:00:00,23150.0,167.72,4.3,0.3,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 15:00:00+00:00,1.0,22016.0,
2023-01-03 17:00:00,23203.0,167.97,3.9,0.3,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 16:00:00+00:00,1.0,22086.0,
2023-01-03 18:00:00,22975.0,159.96,3.6,0.3,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 17:00:00+00:00,1.0,21804.0,
2023-01-03 19:00:00,22792.0,160.99,3.6,0.3,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 18:00:00+00:00,1.0,21579.0,
2023-01-03 20:00:00,22089.0,149.62,4.0,0.4,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 19:00:00+00:00,1.0,21133.0,
2023-01-03 21:00:00,20809.0,143.07,4.5,0.4,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 20:00:00+00:00,1.0,19844.0,
2023-01-03 22:00:00,19307.0,132.52,5.2,0.4,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 21:00:00+00:00,1.0,18407.0,
2023-01-03 23:00:00,17998.0,128.25,5.9,0.4,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 22:00:00+00:00,1.0,17092.0,
2023-01-04 00:00:00,16935.0,130.34,6.6,0.4,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-03 23:00:00+00:00,1.0,16199.0,
2023-01-04 01:00:00,16426.0,121.78,7.1,0.4,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 00:00:00+00:00,1.0,15568.0,
2023-01-04 02:00:00,16085.0,128.19,7.4,0.6,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 01:00:00+00:00,1.0,15260.0,
2023-01-04 03:00:00,16102.0,121.78,7.7,0.6,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 02:00:00+00:00,1.0,15293.0,
2023-01-04 04:00:00,16583.0,122.94,7.8,0.6,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 03:00:00+00:00,1.0,15725.0,
2023-01-04 05:00:00,17477.0,128.2,8.0,0.6,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 04:00:00+00:00,1.0,16607.0,
2023-01-04 06:00:00,20125.0,138.87,8.1,0.6,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 05:00:00+00:00,1.0,19031.0,
2023-01-04 07:00:00,22094.0,143.03,8.3,0.6,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 06:00:00+00:00,1.0,20891.0,
2023-01-04 08:00:00,22771.0,142.51,8.5,0.4,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 07:00:00+00:00,1.0,21600.0,
2023-01-04 09:00:00,22910.0,141.59,8.8,0.4,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 08:00:00+00:00,1.0,22187.0,
2023-01-04 10:00:00,22506.0,139.31,8.9,0.4,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 09:00:00+00:00,1.0,22167.0,
2023-01-04 11:00:00,22533.0,138.88,9.1,0.4,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 10:00:00+00:00,1.0,22222.0,
2023-01-04 12:00:00,22831.0,135.8,9.1,0.4,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 11:00:00+00:00,1.0,22252.0,
2023-01-04 13:00:00,23141.0,136.74,9.1,0.4,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 12:00:00+00:00,1.0,22226.0,
2023-01-04 14:00:00,22935.0,130.08,8.8,0.3,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 13:00:00+00:00,1.0,22031.0,
2023-01-04 15:00:00,22886.0,130.05,8.2,0.3,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 14:00:00+00:00,1.0,22238.0,
2023-01-04 16:00:00,23544.0,141.03,7.7,0.3,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 15:00:00+00:00,1.0,23150.0,
2023-01-04 17:00:00,23307.0,141.47,7.0,0.3,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 16:00:00+00:00,1.0,23203.0,
2023-01-04 18:00:00,22966.0,141.04,6.3,0.3,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 17:00:00+00:00,1.0,22975.0,
2023-01-04 19:00:00,22719.0,141.47,5.8,0.3,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 18:00:00+00:00,1.0,22792.0,
2023-01-04 20:00:00,22195.0,127.1,5.3,0.1,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 19:00:00+00:00,1.0,22089.0,
2023-01-04 21:00:00,20734.0,127.96,4.9,0.1,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 20:00:00+00:00,1.0,20809.0,
2023-01-04 22:00:00,19135.0,117.27,4.6,0.1,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 21:00:00+00:00,1.0,19307.0,
2023-01-04 23:00:00,17774.0,88.88,4.2,0.1,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 22:00:00+00:00,1.0,17998.0,
2023-01-05 00:00:00,16697.0,86.16,3.7,0.1,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-04 23:00:00+00:00,1.0,16935.0,
2023-01-05 01:00:00,16136.0,76.62,3.2,0.1,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 00:00:00+00:00,1.0,16426.0,
2023-01-05 02:00:00,15887.0,63.17,2.7,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 01:00:00+00:00,1.0,16085.0,
2023-01-05 03:00:00,15934.0,70.48,2.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 02:00:00+00:00,1.0,16102.0,
2023-01-05 04:00:00,16210.0,59.72,1.3,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 03:00:00+00:00,1.0,16583.0,
2023-01-05 05:00:00,17077.0,75.23,0.6,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 04:00:00+00:00,1.0,17477.0,
2023-01-05 06:00:00,19507.0,97.28,0.2,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 05:00:00+00:00,1.0,20125.0,
2023-01-05 07:00:00,21168.0,111.11,-0.2,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 06:00:00+00:00,1.0,22094.0,
2023-01-05 08:00:00,22082.0,117.82,-0.3,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 07:00:00+00:00,1.0,22771.0,
2023-01-05 09:00:00,22574.0,117.99,-0.2,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 08:00:00+00:00,1.0,22910.0,
2023-01-05 10:00:00,22452.0,107.37,0.1,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 09:00:00+00:00,1.0,22506.0,
2023-01-05 11:00:00,22638.0,114.56,0.3,0.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 10:00:00+00:00,1.0,22533.0,
2023-01-05 12:00:00,22567.0,108.79,0.6,0.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 11:00:00+00:00,1.0,22831.0,
2023-01-05 13:00:00,22593.0,128.5,0.6,0.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 12:00:00+00:00,1.0,23141.0,
2023-01-05 14:00:00,22336.0,126.3,0.6,0.1,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 13:00:00+00:00,1.0,22935.0,
2023-01-05 15:00:00,22292.0,132.78,0.4,0.1,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 14:00:00+00:00,1.0,22886.0,
2023-01-05 16:00:00,22887.0,133.95,0.2,0.1,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 15:00:00+00:00,1.0,23544.0,
2023-01-05 17:00:00,22844.0,137.25,-0.1,0.1,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 16:00:00+00:00,1.0,23307.0,
2023-01-05 18:00:00,22556.0,135.91,-0.2,0.1,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 17:00:00+00:00,1.0,22966.0,
2023-01-05 19:00:00,22317.0,137.05,-0.3,0.1,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 18:00:00+00:00,1.0,22719.0,
2023-01-05 20:00:00,21640.0,128.49,-0.2,0.6,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 19:00:00+00:00,1.0,22195.0,
2023-01-05 21:00:00,20383.0,132.76,-0.2,0.6,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 20:00:00+00:00,1.0,20734.0,
2023-01-05 22:00:00,18985.0,131.69,0.0,0.6,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 21:00:00+00:00,1.0,19135.0,
2023-01-05 23:00:00,17758.0,127.0,0.2,0.6,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 22:00:00+00:00,1.0,17774.0,
2023-01-06 00:00:00,16702.0,100.92,0.3,0.6,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-01-05 23:00:00+00:00,1.0,16697.0,
2023-01-06 01:00:00,16098.0,101.1,0.5,0.6,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 00:00:00+00:00,1.0,16136.0,
2023-01-06 02:00:00,15639.0,96.73,0.6,0.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 01:00:00+00:00,1.0,15887.0,
2023-01-06 03:00:00,15489.0,93.85,0.6,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 02:00:00+00:00,1.0,15934.0,
2023-01-06 04:00:00,15436.0,85.82,0.6,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 03:00:00+00:00,1.0,16210.0,
2023-01-06 05:00:00,15445.0,98.11,0.6,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 04:00:00+00:00,1.0,17077.0,
2023-01-06 06:00:00,15696.0,96.29,0.8,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 05:00:00+00:00,1.0,19507.0,
2023-01-06 07:00:00,15926.0,103.31,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 06:00:00+00:00,1.0,21168.0,
2023-01-06 08:00:00,16612.0,99.94,1.6,0.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 07:00:00+00:00,1.0,22082.0,
2023-01-06 09:00:00,17729.0,108.76,2.5,0.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 08:00:00+00:00,1.0,22574.0,
2023-01-06 10:00:00,18527.0,101.65,3.5,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 09:00:00+00:00,1.0,22452.0,
2023-01-06 11:00:00,19027.0,106.2,4.3,0.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 10:00:00+00:00,1.0,22638.0,
2023-01-06 12:00:00,19197.0,100.57,5.2,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 11:00:00+00:00,1.0,22567.0,
2023-01-06 13:00:00,19480.0,106.79,5.7,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 12:00:00+00:00,1.0,22593.0,
2023-01-06 14:00:00,19335.0,101.92,5.8,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 13:00:00+00:00,1.0,22336.0,
2023-01-06 15:00:00,19173.0,103.21,5.8,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 14:00:00+00:00,1.0,22292.0,
2023-01-06 16:00:00,19651.0,103.27,5.7,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 15:00:00+00:00,1.0,22887.0,
2023-01-06 17:00:00,19515.0,109.44,5.4,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 16:00:00+00:00,1.0,22844.0,
2023-01-06 18:00:00,19383.0,101.77,5.1,0.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 17:00:00+00:00,1.0,22556.0,
2023-01-06 19:00:00,19169.0,104.27,4.8,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 18:00:00+00:00,1.0,22317.0,
2023-01-06 20:00:00,18644.0,100.67,4.6,0.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 19:00:00+00:00,1.0,21640.0,
2023-01-06 21:00:00,17902.0,103.33,4.3,0.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 20:00:00+00:00,1.0,20383.0,
2023-01-06 22:00:00,17166.0,95.98,4.1,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 21:00:00+00:00,1.0,18985.0,
2023-01-06 23:00:00,16117.0,97.74,3.8,0.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 22:00:00+00:00,1.0,17758.0,
2023-01-07 00:00:00,15241.0,103.27,3.5,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2023-01-06 23:00:00+00:00,1.0,16702.0,
2023-01-07 01:00:00,14649.0,104.71,3.2,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-07 00:00:00+00:00,1.0,16098.0,
2023-01-07 02:00:00,14321.0,99.45,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-07 01:00:00+00:00,1.0,15639.0,
2023-01-07 03:00:00,14103.0,103.78,2.8,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-07 02:00:00+00:00,1.0,15489.0,
2023-01-07 04:00:00,14324.0,102.58,2.7,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-07 03:00:00+00:00,1.0,15436.0,
2023-01-07 05:00:00,14755.0,105.14,2.5,0.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-07 04:00:00+00:00,1.0,15445.0,
